comment,video_id,video_title,source_query,fetched_at
"Bad reflexes, no focus, no competitive desire, lack of critical thinking describes most female gamers. Anyone who watches female gaming streams sees this and there have been quite a number revealed to be faking it while a guy plays for them. They just want to be in gaming because, like everything else, they want to usurp it from men or be where men are having fun. And that's fine, as long as they act with the same passion and attitude, but they rarely do. If they were as good then there wouldn't be a male and female division for esports. Most of the women who are good at games end up turning out to be transwomen. People are absolutely delusional about the state of things.",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"They do tho, just check the stats only high ranking female players are supports",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"This video won't get you laid, dude.",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"Great video, also the comments are pretty disappointing and embarassing, it's weird to think we all live on the same planet yet so many people hate others for existing.",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
Actually... women just suck at games on average.,Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"It's not as pronounced of a difference as some claim, since women can reach the highest rank in probably any game, but you just have to be honest that it does play a factor when you start looking at the best of the best. Name me one female player in a T1 esports scene in literally ANY game. Overwatch, League, CS2, Valorant, Rocket League, etc... there isn't a single female player yet alone female team in any of the top echelons of these esports. Same goes for chess. Women aren't just physically different but also their brain is too, and that's ok.",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"i used to think that it was misogyny, but in truth most girls suck at games, a lot get carried to higher levels by simps, but there are good players but very few, its also another notable thing that most are extremely toxic compared to men, thanks to simps, check out the recent video about a female gamer",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
because they ahve never proved the opposite,Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
Women aren't given the same opportunities as men in esports? What crack are you smoking? What esports team would turn down a great play because she is a woman.,Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
Have you seen women play gta 5? They constantly talk over dialogue. Then ask later on how to do something when the game explained it to them. They drive horrible. Fly even worse. Select the highest crew cut so they get nothing.,Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"women are bad at video games, men who are bad are also women or have low test",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"Thanks for speaking up about this. Not many people in games like OW or League know I'm a female, video games are for everyone regardless of gender. Lately only feels like things are getting worse. But it's nice to have someone speaking up.",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"No, they all suck bc they are meant to and they shouldn’t play at all",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
"This is an important topic but one thing is that a lot of misogyny is very hidden and integrated into gaming culture overall :( for example overwatch, while it seems to be one of the most welcoming fps games to female gamers on the surface, as an afab I’ve felt like there’s an extreme hatred towards characters like mercy, kiriko, Juno and d.va because they seem to have a majority of female/fem-presenting people, and I don’t think there’s a coincidence that they’re some of the most hated heroes. Personally I’m extremely autistic about kiriko so I like when she gets skins. But then I thought, why do people actually get so incredibly mad about that? It’s not like she’s the only one at a time that gets skins, and even when she doesn’t I wouldn’t get angry or upset about it?… most of all I don’t solo ult or target ppl just because the character they play. Idk this migjt not make sense but I really wanted to get it off my chest if anyone cares to read :P",Vw6OIHPVuEk,Why Women Suck At Video Games,women in gaming controversy,2026-08-27T05:32:53
Average conan & red sonja comic,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Damn,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Hey that cod pice really shows off the muscle keep it on.,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Why don't you try it on now?,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Gender equity would be both wearing their armor. Predictable ending kind of killed the joke,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
I want so badly to wear the codpiece in a game,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
“For Argon!!!” I can hear the Chivalry shouting,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Hey! I need one of those
🛡️🥒🛡️😆👍",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Male kirin armor,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"""That looks good."" 💀",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Uer so equal she never puts hers on 😂,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
That is definitely gender equality,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Sheeeeze man, that's it . H e could have offered her fish net armor.",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Someone's been benching...,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
It was gender equitable!,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
I mean he said gender equality,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
I mean he wasn't lying it does look good on him lol,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
There should be a full set of sexualized armor,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Plot twist, Britt wasn't acting.😂",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
I’m happy….,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
This is a pure gold.,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Bodger's got his priorities straight.. 🤣,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"""Why don't you try it on now!"" 😂😂",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
He was holding his laugh in with everything but still chuckled,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Yes!!!! WHEN THEY MAKE SKIMPY ARMOR FOR MALE CHARACTERS TOO?? WHY ONLY MEN GAMERS GIVEN PLEASURE FOR THEY ESCAPE? Not FAIR!, Not EQUAL!! 😒",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Equality




















Beautiful",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
why didn't you show us the lady wearing hers too.,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
"Haha, hot.",H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Now that's EQUALITY 😂,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Well. But SHE didn't try hers. I feel cheated :/,H5MBKaUguus,Sexist armour in games #shorts,women in gaming controversy,2026-08-27T05:32:55
Osoff is a woke lefty lunatic; never trust him to buy a beer across the street. Please remove this senator minion.,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
Need to get Todd Trump out of there,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
Go get him Jon.,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
it's an opinion not law,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
They all need to go,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
He's acting like a trump puppet not the attorney general,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
"what else is a government for if not to support the weakest members? But hey didnt Trump tell his cousin who had a disabled son ""why do you bother? Just let him die!""",UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
P O S,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
BLANCHE AND TRUMP  AND MILLER AND IN FACT MOST THE CABINET ARE DISABLED RELATED TO BEING TERMINAL  SOCIOPATHS. --  SHOULD BE JAILED FOR THE SAFTEY OF SOCIETY,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
It isn't the government job.  People can help each other out.,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
Impeach Trump. Article 2 section 4. Call your congress members now. This dictatorship has to stop,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
TB is in the jeff files,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
REMEMBER ALL PROGRAMS THAT HELPED PEOPLE CAME FROM THE REAL DEMS,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
you really expect blanche to respond?  Good luck with that,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
They don't observe any other rule! Why do you expect them to observe that one?,UFTA1t8W4Eg,BREAKING: Senator Jon Ossoff Demands DOJ Rescind Shameful Opinion Undermining Disability Rights,disability rights news,2026-08-27T05:32:56
This is so amazing!  Joyrdyn is amazing!  God Bless her with continued success!,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
So proud of her!,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
they didnt teach her sign language at an  young age?,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Incredible!!! Jordyn is a true inspiration! ❤🎉❤,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"Jordyn was a keynote speaker at ACTEM Maine. Her presentation was visual, captivating, exceptional and memorable for any audience. As a nonspeaking autistic person, Jordyn is going to make a difference in the world.",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I’m autistic (speaking) if she can get her masters I can do it too,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I have a lil brother that nonverbal autism I would love him to meet her,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I would love to hear her explanation as to why she is unable to speak-- how does it feel mentally or physically when she tries but is unable to talk.,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I would love to know the program that Jordyn uses on the iPad.  Can she or anyone share this information?,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Why does she not use her voice to speak if she can use a computer?,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"""Just because you're non speaking doesn't mean that you are non thinking, non hearing, or non feeling."" 
I work with Elementary school students who have varying disabilities. We had a non speaking autistic student who made noises. I was able to give educational insight to a class of students who had not been diagnosed with autism, that there fellow student didn't have the international set up in his nervous system to use his articulations, like they did, but that he was still aware. I saw students go out of their way to communicate with him afterward. They showed patience and understanding and a sincere desire to reach out. I think if it were an assembly, Who do I go to school with"" where children and their parents and educators can be educated, that would open such a door of understanding and foster such a connection and growth experience, and open the doors for a new understanding.",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
My 3 yr old daughter is nonverbal autistic. This made me proud. I love this! 🥰😍❤️,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Wow. Thank you jordan,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
That was incredible!  Thank you so much for this story and for introducing us to this amazing woman!,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"It's so unfortunate that until now, no one really knew that autistic, non-speaking people were just as intelligent as neurotypicals. Only with modern technology were we able to figure it out. I'm pretty sure these individuals were locked up for the past hundreds of years due to their unique way of expressing themselves. So sad.",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Love this so much and am inspired. I'm a vocational rehab. counselor for adults with teens with disabilities and appreciate her advocacy!!,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"I have a few genuine clarification questions...I think the technology she is currently using is great, but a few things  said didn't make sense to me. She said her parents were shocked when she first got this technology about her intelligence and insights. Did she not have access to texting or emails when she was younger? Not exactly the same thing, but you could very much communicate your thoughts that way. Also,  would it be helpful for her to learn sign language? Yes, she can hear and not many people know it, but I imagine if she and her family learned it it would make communication much easier.",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
To think her eloquence and insight was assumed to into exist just because she wasn’t given a way to communicate her thoughts is unreal. What a gem.,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"too much a commercial for ipads, not enough focus on ms. zimmerman",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Who told Gayle that hair looks nice. They lied.,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
❤❤❤❤❤❤❤❤,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
She is a amazing person I understand how hard it’s for people to for disability because I am have disability,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Wow! That's amazing and so incredible she can express herself this way.... ❤,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
"how is this any different than a typewriter from the early 1900's?   I mean, why wasn't she able to communicate her thoughts with her family or anyone until a robot spoke what she typed?    ...??",mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I wonder if she can write??,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I’m one of the many people who has AUTISM  here in the world,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Aw shes a lovely soul. Bless her :),mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
Blessings and good luck for Jordyn,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
WHERES Carly Fleischmann??,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
She looks like is slightler Billie Hill,mTECNar9yG4,Nonspeaking autistic woman embarks on journey to advocate for disability rights,disability rights news,2026-08-27T05:33:00
I agree with 1 side 100% and the other side 0%…..however THIS type of rhetoric and debate is what we need more of in this country!!,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Parker cooked this dumbass!,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Parker is wrong on this. What is the point of even having a border? He is welcoming every1 to cross the border unchecked. There is no way to document every unsolved crime that is caused by illegals. You have to put Americans first.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Parker is a clown 😂,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
CJ over there nodding his head to your comments but apparently he can't or doesn't know how to push back against your false statements,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
What a weak argument to cherry pick one incident. This guy is scared and a horrible debater. To say let’s deport all immigrants before they commit a crime is another way of saying I’m scared and a coward.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
How many illegals go to Malibu and Beverly Hills etc? Remember when they were kicked out of Martha's Vineyard after only 3 days? 😭😭😭😭. Nobody is against immigrants it's illegals. Democrats changed the goal posts with words like migrants instead of illegals like there's a difference. 🤦,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Had the border been secured for those 4 years these mass deportations wouldn't be necessary.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"Idea:

Jubilee Presidential Debate, under Oath with 6 live fact checkers, 2 from either party and 2 independent. 🤣",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
If that logic is so my black brother….,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Preventing future crimes is the line to cross into tyranny,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Facts vs. feelings,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"What's so funny is literally the first argument he gave literally outed ICE for not even doing their jobs... 😭

Why wasn't the illegal alien who was actively stalking people not detained by ICE?

But also when you broaden the scope of who is detain-able, it quite literally redirects less focus on the ""bad"" illegals who are the ACTUAL ones who shouldn't be here.",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Big fan of both Parker and CJ,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
While I don't agree with Parker his format here is better than the ones I see with Dean withers. Dean thinks he's winning just because he points out the guy said the wrong numbers for a statistics. For example 2.3 million instead of 2.6 million people.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
we all need to collectively stop calling undocumented immigrants aliens,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
There is more violence by Americans then illegal immigrants!,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
How are mass deportations harmful? These people shouldn't be here,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Things like this happen on the daily but no one seems to care until its an illegal immigrant or something like that,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"How would he like it if we stereotyped all black people as being criminals, it’s basically the same thing he’s doing to immigrants.",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"I still don't understand what people are tripping about. If you came illegally then they should get kicked out? Regardless of how many years you lived in the country, what is there to debate about. You broke the law in the first place, everything else is irrelevant",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Them ears though😂,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"CJ doesn't realize his entire first talking point has been used to justify hatred against people with his skin color for generations. 

Wild.",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
"Patrick, you are a star!",ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Where a person comes from has no bearing on whether they’re a criminal. It’s just as likely that a person from here would do something like that. This is a huge red herring argument. Try again.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Dude just because somebody is undocumented does not mean they are guaranteed to just turn into a criminal and you cannot crucify a large group for the crime of one human being. Stop.,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Parker looked foolish,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
If you mass deport violent illegals that is harmful?,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
Isnt that the Parker dude thay gets shat on by everyone? How is he still even in debates. He just regurgitates talking points.🤦‍♂️,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
LMAO so he is basically saying that undocumented immigrants should be considered criminal seven before they commit any crimes merely because they are not documented?? undocumented does not mean illegal to begin with and by his rationale anyone who did one thing bad should be deported,ZP8386r6mms,Parker and CJ go 1-on-1 over mass deportations on #faceoff #immigration #debate #politics,immigration policy debate,2026-08-27T05:33:02
They have criminal history the moment they entered illegally 😂,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"Ice is not fbi or sth like that. They have a job, either respect that or don't but don't change their thing.",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"ICE are the criminals.
End of story.",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
He just made an extremely valid point. True criminals are being rounded at a less rate. Because ice and our local law enforcement around this country are more focused on brown people who haven't committed a crime or even have been accused of committing a crime. He is absolutely correct.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Why y’all baby so bad ?!!!! 🤣🤣🤣🤣🤣,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Never forget that 73-85% of all law enforcement identify as Republicans.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
So this guy likes spitting in the face of people entering legally and protecting the illegals?,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Those drug dealers are happy it's not them being chased down on the streets.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"No one is against the removal of legit criminals (especially violent), but they're not even going after them",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"When you have Stephen Miller asking, ""why aren't we targeting Home Depots?"", you are definitionally, from the top down, not going after the criminals.",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Any fact they don't want to admit equals I don't know 😂,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
He needs to be Gitmotized...,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
If you watch the original video there’s context. This short dropped using the middle of an argument so it appears this guy is getting fried but in reality this is not the case.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
The realisation in the republicans faces,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
This guy was one of the cooler debaters overall tho. He at least seemed willing to accepting change,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Hate is face 😂😂😂😂 ththththth,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
“Thaftey of americanths”,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
suffering succotash,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Quit calling undocumented immigrants polite name and call them what they are illegal immigrants. 100percent of illegal immigrants are breaking the law or what what we would normally call commiting a crime 100percent of the time they are here. For you to pretend that every American is committing at least one crime at all time is delusional. Stop with the lies.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
They can never answer!!,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Watching people realize thy are being proven wrong is absolutely delicious,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"Say it, don’t spray it",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Can’t take a dude seriously when he sounds like he’s talking like Sylvester from Looney Tunes 😂,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
I was so distracted by his lisp 😂,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
